ledger_id,employee_id,plan_code,plan_name,period,opening_balance,accrued_days,taken_days,adjusted_days,closing_balance,max_entitlement,last_updated,updated_by,ledger_status
LDG8HUA14DEY,EMP00113,AL-PLAN-01,Annual Leave,2024-Q1,19.72,0.65,0.42,-2.7,17.25,21,2025-03-18,EMP00025,Final
LDG8ZEJEAWEQ,EMP00071,AL-PLAN-01,Annual Leave,2024-Q4,7.42,5.37,5.99,-1.42,5.38,20,2024-08-07,EMP00016,Revised
LDGHEUHDHTRM,,BL-PLAN-08,Bereavement Leave,2023-Q1,2.41,1.31,2.9,1.06,1.88,25,2025-05-12,EMP00011,Final
LDGF5QX44X37,EMP00679,CO-PLAN-06,Compensatory Off,2023-Q2,2.28,0.02,1.32,-2.66,-1.68,25,2023-09-28,EMP00040,Final
LDGAK2VJ9BX7,EMP00538,BL-PLAN-08,Bereavement Leave,2024-Q3,17.4,9.77,15.6,-0.88,10.69,30,2025-04-02,EMP00041,Draft
LDGLJ9W0E22C,EMP00072,UL-PLAN-07,Unpaid Leave,2023-Q3,19.23,9.0,6.42,2.3,-25.11,21,2024-04-30,EMP00033,Final
LDGXW72HSFAS,EMP00231,BL-PLAN-08,Bereavement Leave,2024-Q4,5.21,6.46,6.83,-0.76,4.08,30,2025-03-07,EMP00015,Final
LDG3345AVWG4,EMP00053,AL-PLAN-01,Annual Leave,2023-Q1,13.24,0.59,1.09,1.07,13.81,25,2023-03-18,EMP00043,Final
LDGDN756PM44,EMP00464,ML-PLAN-04,Maternity Leave,2024-Q1,5.16,-5.0,20.16,0.82,12.53,15,2024-06-10,EMP00018,Draft
LDGM4C59TW65,EMP00372,UL-PLAN-07,Unpaid Leave,2025-Q1,14.27,0.55,11.55,-0.87,2.4,20,2025-05-27,EMP00002,Final
LDG0BLLOAXXY,EMP00642,ML-PLAN-04,Maternity Leave,2024-Q3,7.04,3.49,6.42,-2.71,1.4,25,2024-12-22,EMP00034,Draft
LDGIBZIB1VNU,EMP00643,ML-PLAN-04,Maternity Leave,2024-Q2,9.32,2.69,0.79,0.03,11.25,25,2024-08-14,EMP00007,Final
LDGOT9DFLGI8,EMP00791,PL-PLAN-05,Paternity Leave,2024-Q3,3.92,5.48,4.32,1.24,6.32,18,2024-12-20,EMP00030,Revised
LDG5IF2B24UN,EMP00092,BL-PLAN-08,Bereavement Leave,INVALID-PERIOD,10.17,4.49,1.84,2.39,15.21,20,2024-10-01,EMP00022,Final
LDGD3WAFR1HT,EMP00107,ML-PLAN-04,Maternity Leave,2024-Q1,16.19,7.65,15.37,-1.8,-7.67,30,2023-01-11,EMP00022,Final
LDG2BICEBTIZ,,CL-PLAN-03,Casual Leave,2023-Q2,19.6,4.43,21.62,2.04,4.45,18,2023-08-06,EMP00025,Draft
LDG857GIMJLO,EMP00353,SL-PLAN-02,Sick Leave,2024-Q3,9.08,2.05,8.17,1.16,4.12,21,2025-02-14,EMP00025,Final
LDGAEXVC4WEJ,EMP00586,SL-PLAN-02,Sick Leave,2024-Q3,23.59,9.8,0.26,-2.42,49.0,25,2024-10-31,EMP00006,Revised
LDG6HKBYMFOL,EMP00312,SL-PLAN-02,Sick Leave,2025-Q1,11.8,7.35,13.07,-0.16,5.92,15,2023-06-29,EMP00050,Final
LDG8WQX1HUWT,EMP00046,ML-PLAN-04,Maternity Leave,2023-Q4,24.14,9.0,26.93,2.46,8.67,20,2024-06-09,EMP00028,Revised
LDGHKB8Q01NL,EMP00051,PL-PLAN-05,Paternity Leave,2024-Q3,6.54,9.66,8.11,1.47,9.56,18,2025-01-23,EMP00038,Final
LDGM4TH0J20P,EMP00395,UL-PLAN-07,Unpaid Leave,2024-Q3,23.34,7.37,7.82,-0.29,22.6,15,2025-03-05,EMP00007,Final
LDGELBEPZK8A,EMP00449,PL-PLAN-05,Paternity Leave,2023-Q3,2.34,3.14,4.56,-1.43,-0.51,21,2023-10-11,EMP00034,Final
LDGFP7H4HE68,EMP00392,ML-PLAN-04,Maternity Leave,2024-Q3,,3.1,5.91,1.75,-8.11,18,2024-09-20,EMP00029,Draft
LDGYH8D8G2BB,EMP00374,PL-PLAN-05,Paternity Leave,2023-Q2,13.73,0.05,0.41,-0.28,13.09,30,2025-01-16,EMP00029,Draft
LDGJU2UU1GYE,EMP00260,CO-PLAN-06,Compensatory Off,2024-Q4,16.96,-5.0,14.76,-0.27,10.88,20,2024-06-06,EMP00012,Final
LDGCM5WVVC3I,EMP00069,ML-PLAN-04,Maternity Leave,2025-Q1,12.38,2.66,1.14,0.69,14.59,18,2023-09-20,EMP00025,Revised
LDGEIHY8F9Q8,EMP00185,UL-PLAN-07,Unpaid Leave,2024-Q2,13.03,3.53,9.08,0.33,7.81,25,2025-04-11,EMP00004,Draft
LDG4P04JMZ6S,,ML-PLAN-04,Maternity Leave,2023-Q1,24.13,8.38,9.15,-0.39,22.97,25,2024-05-20,EMP00008,Final
LDGTDO1XRZTK,EMP00450,AL-PLAN-01,Annual Leave,2023-Q1,4.37,1.28,1.15,2.16,6.66,30,2023-10-26,EMP00047,Final
LDGDATH3JIRY,EMP00659,PL-PLAN-05,Paternity Leave,2024-Q1,22.7,7.9,0.36,-1.21,29.03,18,2025-04-08,EMP00047,Draft
LDG3GSN5IG7V,EMP00250,AL-PLAN-01,Annual Leave,2024-Q3,23.48,4.2,19.49,0.99,9.18,15,2023-05-02,EMP00046,Final
LDGKAE7XLI6W,EMP00276,CO-PLAN-06,Compensatory Off,2024-Q2,22.08,7.86,0.01,-0.43,-30.5,25,2023-12-27,EMP00042,Draft
LDG34T3POM4B,EMP00354,CO-PLAN-06,Compensatory Off,2023-Q3,4.35,9.25,4.5,2.16,11.26,30,2025-02-08,EMP00042,Final
LDGLUWBPLI1I,EMP00511,AL-PLAN-01,Annual Leave,2024-Q1,11.37,3.62,8.81,0.12,6.3,18,2023-02-09,EMP00014,Final
LDGAC4SKJCYV,EMP00097,AL-PLAN-01,Annual Leave,2024-Q2,21.09,0.16,7.01,2.11,16.35,30,2023-09-07,EMP00044,Revised
LDGT4SR3TF35,EMP00101,CO-PLAN-06,Compensatory Off,2024-Q2,5.38,5.38,5.68,0.85,5.93,20,2024-02-19,EMP00021,Revised
LDGE5QTYIM9H,EMP00343,UL-PLAN-07,Unpaid Leave,2024-Q4,1.52,3.84,3.04,-0.28,2.04,25,2023-09-20,EMP00002,Revised
LDGSW8OTOLZA,EMP00667,BL-PLAN-08,Bereavement Leave,INVALID-PERIOD,1.7,9.84,31.54,0.86,44.0,18,2023-09-20,EMP00031,Final
LDG61BBP6F9O,EMP00658,UL-PLAN-07,Unpaid Leave,2023-Q3,1.57,2.04,3.33,-0.11,0.17,21,2023-02-21,EMP00015,Final
LDG07BK6K55R,EMP00385,SL-PLAN-02,Sick Leave,2023-Q1,23.38,3.42,3.39,1.54,24.95,15,2024-07-27,EMP00017,Final
LDGUVIH8TIWS,,UL-PLAN-07,Unpaid Leave,2023-Q2,5.03,9.48,8.99,0.13,-6.65,15,2023-11-14,EMP00005,Final
LDG4J0RFI0R6,EMP00242,BL-PLAN-08,Bereavement Leave,2024-Q2,17.03,-5.0,7.26,-0.66,12.73,18,2023-08-25,EMP00031,Revised
LDGFR4KAJ90R,EMP00357,SL-PLAN-02,Sick Leave,2024-Q4,2.3,5.98,3.49,0.82,5.61,25,2024-02-05,EMP00012,Final
LDGEZCNHEZXW,EMP00409,UL-PLAN-07,Unpaid Leave,2023-Q4,10.14,4.14,7.03,0.92,8.17,21,2025-05-09,EMP00028,Final
LDG7M1X4QOMO,EMP00483,CO-PLAN-06,Compensatory Off,2024-Q2,22.03,8.36,28.88,-1.34,0.17,30,2023-08-16,EMP00032,Final
LDG0CQ0TLXDY,EMP00185,UL-PLAN-07,Unpaid Leave,2023-Q2,10.68,0.12,2.87,-2.5,5.43,20,2024-04-29,EMP00009,Final
LDGC5JZQ6412,EMP00179,ML-PLAN-04,Maternity Leave,2024-Q4,12.42,3.72,3.89,-2.03,10.22,15,2025-04-26,EMP00046,Final
LDGWNXPCW97O,EMP00421,PL-PLAN-05,Paternity Leave,2024-Q4,1.16,4.86,1.94,0.73,4.81,30,2023-01-21,EMP00041,Final
LDGWB921WWMA,EMP00582,CL-PLAN-03,Casual Leave,2023-Q3,19.6,1.85,2.08,-0.89,18.48,30,2023-03-12,EMP00042,Final
LDGMMFBSAJDH,EMP00049,CO-PLAN-06,Compensatory Off,2024-Q4,5.12,9.8,2.25,2.05,-15.72,30,2024-08-28,EMP00027,Final
LDGUTL20B5MJ,EMP00339,UL-PLAN-07,Unpaid Leave,2024-Q3,0.77,8.77,0.99,-0.96,7.59,21,2024-04-06,EMP00050,Revised
LDGWE5BSE17Y,EMP00293,PL-PLAN-05,Paternity Leave,2023-Q1,4.02,2.48,4.21,1.51,3.8,21,2024-12-09,EMP00013,Revised
LDG3QB03P5X9,EMP00588,ML-PLAN-04,Maternity Leave,2024-Q4,13.5,6.16,17.5,2.24,4.4,18,2024-02-13,EMP00004,Final
LDGBS2JT8VS5,,BL-PLAN-08,Bereavement Leave,2023-Q2,12.2,1.01,1.69,-2.36,9.16,21,2023-11-09,EMP00046,Final
LDGMHI4CY35I,EMP00210,PL-PLAN-05,Paternity Leave,2023-Q3,0.64,2.46,0.88,-0.66,1.56,15,2024-11-14,EMP00009,Final
LDG6OWYSOL8W,EMP00182,AL-PLAN-01,Annual Leave,2024-Q4,8.98,1.94,6.36,1.18,5.74,25,2024-09-21,EMP00003,Final
LDG28SWX8EZF,EMP00164,UL-PLAN-07,Unpaid Leave,2024-Q2,17.44,9.73,23.34,-2.72,1.11,30,2024-03-13,EMP00032,Revised
LDGZS9WL3P8G,EMP00761,SL-PLAN-02,Sick Leave,2024-Q1,14.02,7.75,13.4,-2.02,6.35,18,2024-01-05,EMP00039,Revised
LDGPGPO9O3UH,EMP00296,PL-PLAN-05,Paternity Leave,2024-Q4,15.53,-5.0,8.25,-2.48,50.0,25,2024-06-07,EMP00003,Final
LDGL551ABUJH,EMP00354,CL-PLAN-03,Casual Leave,2023-Q2,22.86,6.57,11.45,2.81,20.79,30,2023-12-07,EMP00023,Final
LDGS9H2Q4K9M,EMP00674,SL-PLAN-02,Sick Leave,2024-Q3,18.3,2.17,16.34,-0.12,4.01,21,2025-04-21,EMP00029,Final
LDGEA5N4ZKQ1,EMP00212,SL-PLAN-02,Sick Leave,2025-Q1,10.59,3.02,11.59,-1.81,0.21,25,2024-11-07,EMP00038,Final
LDGPYJD0N098,EMP00572,PL-PLAN-05,Paternity Leave,INVALID-PERIOD,7.97,9.87,7.72,-1.27,8.85,21,2023-10-28,EMP00007,Revised
LDGGJ7XP93G5,EMP00104,BL-PLAN-08,Bereavement Leave,2025-Q1,3.52,5.0,8.32,-0.86,-0.66,20,2023-10-06,EMP00044,Draft
LDGGDPQHMDO2,EMP00632,ML-PLAN-04,Maternity Leave,2024-Q4,15.19,8.39,15.39,-2.49,5.7,30,2023-04-04,EMP00006,Final
LDGCFB9GTACJ,EMP00178,PL-PLAN-05,Paternity Leave,2024-Q3,15.95,8.64,14.84,-1.14,8.61,15,2024-07-20,EMP00007,Draft
LDGSKIAHDX72,,CO-PLAN-06,Compensatory Off,2024-Q1,5.21,2.91,5.78,-0.06,2.28,20,2023-04-16,EMP00011,Final
LDGUM1TOHN78,EMP00786,CO-PLAN-06,Compensatory Off,2024-Q1,,3.94,24.34,0.64,-1.8399999999999999,18,2025-04-01,EMP00030,Final
LDG5DN23BPIA,EMP00360,BL-PLAN-08,Bereavement Leave,2024-Q1,7.38,7.93,11.32,2.24,6.23,15,2024-07-20,EMP00048,Revised
LDGUBO56EBTC,EMP00494,UL-PLAN-07,Unpaid Leave,2024-Q4,16.02,9.81,10.56,-2.76,12.51,15,2023-07-31,EMP00007,Revised
LDG55650EQ2P,EMP00104,UL-PLAN-07,Unpaid Leave,2023-Q3,12.93,9.31,21.15,-1.97,-0.88,15,2025-06-04,EMP00021,Draft
LDGNUEN91KIF,EMP00384,BL-PLAN-08,Bereavement Leave,2024-Q3,13.81,0.97,3.73,0.72,11.77,25,2023-07-25,EMP00027,Final
LDGPDYIOZ9N1,EMP00107,AL-PLAN-01,Annual Leave,2024-Q1,11.46,0.98,3.45,0.72,9.71,21,2025-05-08,EMP00028,Draft
LDGF92O15WGW,EMP00448,CL-PLAN-03,Casual Leave,2024-Q4,12.3,4.73,16.83,-1.04,-0.84,25,2025-04-22,EMP00009,Final
LDGNHB4J2UTJ,EMP00800,SL-PLAN-02,Sick Leave,2024-Q1,16.66,7.43,2.39,0.64,22.34,20,2023-10-13,EMP00009,Final
LDG0RMU6QCXP,EMP00206,CO-PLAN-06,Compensatory Off,2023-Q4,15.14,-5.0,13.09,-1.85,0.5,30,2024-10-12,EMP00005,Revised
LDG77IJD0L2X,EMP00572,AL-PLAN-01,Annual Leave,2024-Q3,22.96,9.77,29.06,-0.1,-4.57,15,2023-12-26,EMP00032,Final
LDGGT1MSVCJW,EMP00411,SL-PLAN-02,Sick Leave,2023-Q4,9.8,5.36,3.21,2.14,14.09,18,2024-08-22,EMP00048,Draft
LDGT9LUSF2H7,EMP00211,CO-PLAN-06,Compensatory Off,2025-Q1,18.22,9.11,1.39,-1.55,24.39,25,2025-03-09,EMP00021,Final
LDGWYATYEH4V,,ML-PLAN-04,Maternity Leave,2024-Q4,6.76,1.77,3.66,1.37,37.0,18,2023-12-04,EMP00036,Draft
LDGQ2NHLYCLI,EMP00311,CO-PLAN-06,Compensatory Off,2024-Q2,14.78,2.03,3.38,2.04,15.47,18,2023-04-05,EMP00023,Revised
LDGDED57UCV5,EMP00533,PL-PLAN-05,Paternity Leave,2024-Q2,8.23,4.87,4.57,-2.64,5.89,18,2024-01-17,EMP00042,Final
LDGZQIAZ86V1,EMP00770,PL-PLAN-05,Paternity Leave,2024-Q1,14.35,3.42,15.01,1.39,4.15,20,2023-01-20,EMP00015,Final
LDGE9OCQGF96,EMP00276,UL-PLAN-07,Unpaid Leave,2023-Q2,4.32,2.81,3.3,-0.66,3.17,15,2024-01-28,EMP00033,Revised
LDG7GWPNDUQ1,EMP00525,AL-PLAN-01,Annual Leave,2024-Q3,11.87,0.43,9.16,-0.34,2.8,30,2023-08-02,EMP00040,Revised
LDGVI4FRA8KB,EMP00513,CL-PLAN-03,Casual Leave,2024-Q3,24.85,9.44,14.56,0.77,-21.5,15,2024-01-21,EMP00006,Final
LDGY6TLB8IRS,EMP00753,UL-PLAN-07,Unpaid Leave,2024-Q3,11.91,6.9,9.31,1.35,10.85,21,2025-05-15,EMP00033,Final
